canonical_smiles,gap
OCC1C=C2CCC2O1,0.2345
OC1CC2OCCC1O2,0.3111
OC1COCC2CC1C2,0.313
Cc1n[nH]c(C)c1C#N,0.2378
CC1(O)CCC12CCO2,0.2981
CC(CO)C(O)C(N)=O,0.2715
CCC1C2CC3CC1C32,0.3352
c1nc(CN2CC2)no1,0.2174
CNc1nc(C)[nH]c1C,0.2055
CCC1(CCO)CC1O,0.3041
Nc1ccccc1C=O,0.1627
CN1C2CC(O)C21C,0.2941
C1=NCC23C4NC2C4N13,0.2321
OCCNc1ccoc1,0.2205
CC1OC12C1C=CC2O1,0.2387
CCCCC(C#N)CO,0.3088
C#Cc1nocc1C,0.2255
Nc1cn[nH]c(=O)n1,0.1872
CC1C2OC3C2C13CO,0.2858
CCC(=O)c1ncco1,0.1948
CC1N2CC1(C1CO1)C2,0.3098
CC12OC3CC(=O)C1C32,0.2229
CC1(C)CC2CC=CC21,0.2587
O=C1NCCCN=CO1,0.2532
CC(=O)N1CC=CC1=O,0.2052
CC1=CC2C3COC1C23,0.2336
CC12C3N=C4OC3C1C42,0.2179
CC1C(C)(C)CC1(C)O,0.3208
CC12CC3CC(O3)C1N2,0.308
N#CC1C(O)C2(O)CC12,0.2983
CCOCC(C=O)OC,0.2129
CC1(C)OCC1(O)C=O,0.2158
COCC(C)CCC#N,0.2999
CN=CNC(=O)C(N)=O,0.1878
O=CCC(=O)CNC=O,0.2049
Cn1ncn2cnnc12,0.2046
CCc1cnoc1C,0.2383
N#CC1(C(F)(F)F)CN1,0.2982
C1OCC23CNC2C1O3,0.2703
CCC#CC(=N)OCC,0.2366
C#CCC1C2CCC12C,0.3021
CC12CC(C1)C2(O)C=O,0.2157
NC1=NCC(O)C1=O,0.1816
N#CC#CC1CO1,0.2274
CCC1C2CCOC12C,0.3077
CC1CN1c1cnon1,0.21
OCC1CC2C=CCC21,0.2591
CC1(CO)CNC1C#N,0.2635
CCC1CC23CC(O2)C13,0.2969
CC#CCC1CC(C)C1,0.3012
O=C1C2CN3C1C1C2C13,0.2135
CC1CC2C(O)C(=O)C12,0.2074
CCN1C(C)C1C1CN1,0.2915
CC12CC(=NO)C1O2,0.2469
CC1C2C(O)C2N1C=O,0.2566
CC(O)C(O)C(O)CO,0.2877
C#CC#CC1CC1C=O,0.2079
CC(C)(O)C1CC2NC21,0.301
O=CNC1C2COC21,0.2676
OC1CC23CCC(O2)C13,0.3227
O=CNC1CN2CC1C2,0.2582
OC12C3=CCC1C2C3,0.1739
C#CC1C2C(=O)N(C)C12,0.2359
CC1C2CCC(C2)C1C,0.3477
CC1C(C)C12OCC2O,0.2849
C#CC1NC(=O)C=C1C,0.2165
CC12CC3CC1C2C3=O,0.2263
CCOC(C)C(=O)CO,0.2342
CNc1cnc(F)nn1,0.1585
C#CC(O)C#CC1CC1,0.2546
C#CC(=O)C1CC1C#C,0.1906
CC1=CC(C)CC12CC2,0.2447
N=C1CNCCN1C=O,0.2097
Cc1ccn2c1C(C)C2,0.2471
CC1(C2CN2)NC1C#N,0.2711
CC12CC(C1)C2(O)CO,0.3062
OCC12C3C4C1N4C32,0.2699
N=C1NC2CC(O1)C2=O,0.188
CCC1C=CC(C)(O)C1,0.2636
CC(C#N)C1CC1C,0.3231
COC12C(=O)OC1C2O,0.2389
CC#CC(=O)C1CN1,0.1978
CC(C)C1(O)CC2CC21,0.3107
C#CCC(C)C1OC1C,0.3091
CCC1(C2CC2)CC1O,0.3275
CC1C(C#N)C2NC12C,0.2741
OCCCc1cn[nH]c1,0.2591
CCC1(COC=O)CN1,0.2726
Cn1ccc([N+](=O)[O-])n1,0.2028
CN1CCC(N)(C#N)C1,0.2535
CC1(C)C(C=O)C1(C)O,0.2221
CC1CC2CCC=C12,0.2469
O=CCC(=O)C(O)CO,0.2117
CCOC1(C#N)CCC1,0.2925
O=C1C(=O)C2OC1C2O,0.1409
CC12NCC1(O)C2C#N,0.2542
C1=NC2(CO1)C1CC2C1,0.2593
OC1C(O)C1O,0.3058
C1=NCc2[nH]ncc2N1,0.2107
CC12OC1C1CCCC12,0.3286
CC12C(O)C=CC1C2O,0.2319
O=C1C=Cc2ocnc21,0.1318
COc1noc(C)c1C,0.2487
COC1(CC(C)O)CC1,0.316
O=C1C2CC3C(O2)C13O,0.2028
OCCC1(O)C2CC1C2,0.3284
OC1C2CC3C(O)C1N23,0.2725
O=C1CC2CC3C(C1)N23,0.2204
CC(=O)C1=CCN2CC12,0.1753
CC1(C(F)(F)F)CO1,0.364
O=C1C2C3C2N2C1C32,0.2102
CC12OC1CCC2C=O,0.2221
C#CC1(C)NC1C,0.2753
Cc1cccc(F)c1O,0.222
CC1=CC2C=CC1C2C,0.2147
CC1C=CC(=O)C1O,0.1935
CC1(C(O)CO)CO1,0.3322
N#CCCc1ncon1,0.2674
C1CC1C12CN(C1)C2,0.309
OC1CC12CN1CC12,0.2965
CC1C=Cn2cncc21,0.2014
C#CCNCC=O,0.2205
Cn1nncc1C=O,0.1971
CNc1nn(C)cc1N,0.2149
C#CC1C2CC3C(O2)C13,0.2821
CCN=C1COCO1,0.2747
Nc1n[nH]c(O)c1N,0.254
N#CC1CC1(O)C1CN1,0.2695
C#CC(=N)OC(C)C#C,0.2327
CC1=CC2COC(C1)O2,0.2522
CC1Cc2ccoc2N1,0.2125
C1OCC2(CN2)C2OC12,0.3156
N#CC12C(=N)OC1C2O,0.2578
COC1C(C)C1C1CO1,0.3193
CC1C(CO)C1(N)C#N,0.2933
CCC12CC3N1C3(C)C2,0.3115
O=C1NCC=CCN1,0.2313
C1OC2CCC3C1OC23,0.3021
CC1C2CC(O2)C12CN2,0.3012
C#CC1OC1(CO)CO,0.2661
OCC1CC=CC12CN2,0.2483
C#CC12OC1C1CC2C1,0.2649
N#CCN1CC1CCO,0.2771
O=C1Cn2nccc2O1,0.2114
CC1=CCOC1C(C)C,0.2487
CC(=O)c1cnncn1,0.1411
CN(C)c1cc(O)c[nH]1,0.2211
O=C1NC=CC2CN12,0.209
COCCCCC(C)=O,0.2346
C1CC2(C1)C1C3OC3C12,0.2771
CC12CC(C1)C1NC12,0.3103
N#CC1NC=NC12CC2,0.2329
C#CC12C3C4CC(C31)N42,0.2508
CC1C2CC2OC1(C)C,0.3013
NC(=O)C1(C2CO2)CN1,0.2642
C#CC1(O)CC=CC1,0.2683
CC12CC(CO)C1(O)C2,0.3145
CC#CC(O)C#N,0.2697
CC12C3OC1C1C3C12,0.3259
CC(=O)CC(=N)NC=O,0.2091
CCCOC(C)(C)C,0.3248
CCC(CO)(CO)OC,0.3037
c1cnc2onnc2c1,0.1947
CCN=C(OC)N1CC1,0.2684
CN1CCC1(C#N)C#N,0.2349
CC(=O)C1CCC(=N)O1,0.2193
COc1[nH]c(C)cc1C,0.2352
O=C1C2CCC3CN1C32,0.2292
c1nc2c(o1)COC2,0.2293
CC1OC(=O)C2CC12O,0.2693
CCc1cc(NC)no1,0.2217
CC1CC(=O)CC(=N)O1,0.2245
CC1C(C)C1C(N)C#N,0.2792
CC(C)C1CC(O)CO1,0.3157
CN=COc1nc[nH]n1,0.2377
CCC(CO)C(=N)OC,0.2878
Cc1nc2n(n1)CCO2,0.2554
O=CCC1=CCN2CC12,0.1903
CC12C3CC4N3C1C42O,0.2826
O=CN1C2C(=O)C(O)C21,0.2148
O=C1OC2C1OC21CC1,0.2402
CC(CO)CC1(C)CC1,0.3381
COCCC(CO)OC,0.3177
CCOC1CCCOC1,0.3223
CC1CC=CC=CC1O,0.1918
C1OCC2CC2CO1,0.3369
CCC1C2CC3CC2C31,0.3551
CC1=CCCC1(C)C#N,0.2559
[NH3+]CCc1coc([O-])n1,0.2338
O=CNC1CC1(O)C=O,0.2037
Cc1cn(C)c(O)c1O,0.2313
O=C1CN=C2NCCC12,0.2054
CNC(=O)C1CC1C,0.2753
N=C(NC(N)=O)C1CN1,0.2267
N=C1OC(=O)C(O)C1O,0.2466
Cn1cc2c(n1)COC2,0.2381
CC12CC3C4C(O1)C4C32,0.3106
N=c1ncc(N)co1,0.1444
CCC1COC12COC2,0.3149
CCC(C)OC(=N)CO,0.2926
COC=NCC1(C)CC1,0.2634
OCC(O)c1ccn[nH]1,0.2586
COC1C(C)CC2OC21,0.3167
CCC1CN(C=O)C1,0.2664
CC1(CO)NC1CC#N,0.2957
CCCN=C(C=O)OC,0.1695
CC1COC2CC12C#N,0.2815
C1=C2C3CC4C3C2N4C1,0.1629
CC1C2C=CC1(C)CC2,0.2574
CCCC1COC1CC,0.3212
CC1C(CO)N1C=O,0.2553
OCC12CCCC1CC2,0.3348
CCOC1C2COC1C2,0.3105
Cc1cc(CC#N)on1,0.2482
CC12COC(C)(C)C1C2,0.3281
N#CC12OCC1(O)C2O,0.2396
Cc1[nH]c(C)c(N)c1N,0.212
CCCOC(=O)N(C)C,0.2996
C#CC1=NC2C(C)C2O1,0.2055
C1CC2OC2C2NC12,0.3081
CC1(C)COC(=O)C1O,0.2767
CC(C)OC(C)C(C)O,0.3154
OC1CCC23CCC12C3,0.2958
O=CC1(O)C2NC(=O)C21,0.194
COC1CC=C2COC21,0.242
N=C1OCC12CN=CN2,0.2405
N=C1NCC(=O)OC1=N,0.1923
CC1CC2CCCC1C2,0.3575
NC(=O)C12CC1CC2O,0.2657
N=C1OCOC2COC12,0.256
CC1=C(C)C(=NO)CC1,0.1919
C#CC12CC(C1)C(=N)O2,0.2749
CCC1(C#N)CCC1=O,0.2141
O=C1OC2C1CC1CC12,0.2759
O=COCC1COC1=O,0.2749
N=C(CO)NC(N)=O,0.2593
COC12CC(O)CC1C2,0.3145
CC1CC12CC(=N)O2,0.2755
OC1C2CC3OC(C2)C31,0.3005
CCC(C)C1(CO)CC1,0.327
COC1C=CC(=N)OC1,0.2163
CC1NC(N)=NC1C#N,0.2625
CC(C)OCC1CC1,0.3328
CC1CC2CCN=C2O1,0.2731
CN=c1[nH]ncn1C=O,0.175
N=c1[nH]ccnc1CO,0.1626
CC1COc2[nH]ccc21,0.2317
CC(O)c1cnnnn1,0.1713
CCC1C2CN3C1C23,0.3166
CN=C1COC(C)O1,0.2789
CC1C2CNC(=O)N12,0.284
COC1(C#N)C(C)C1N,0.2543
CC1(OC(=O)C=O)CC1,0.1774
CC1CCC(=NO)C1=O,0.165
O=COCC1COC1,0.2624
C1C2CC1C1CC21,0.3478
CC#CC#CCOC=N,0.2171
N=c1nccc(C=O)o1,0.1369
CC(=O)N1CC2(O)CC12,0.2569
N#CC1C(=O)C2CC1N2,0.2157
O=CC1=CNCC2NC12,0.1853
C1C2CC34CC(C13)C4O2,0.3291
Cc1coc2[nH]ncc12,0.2267
COC1C=CCC=CC1,0.2556
CCC1(OC)COC1=O,0.2586
CC12CCC1C(O)C2=O,0.2075
O=C1CN=C(CO)O1,0.2499
CCCC12CC3C1CC32,0.3699
C#CC(=O)CC1NC1C,0.191
CC1=CC2NC2C1=NO,0.1893
NC1=NCCC(=O)C1=O,0.1388
CC(=O)CCC(C)CO,0.2347
C#Cc1cc(NC)on1,0.1947
Cc1c[nH]c(C=O)c1C,0.1816
O=CC1OC12CCC2=O,0.1895
N#CCC12C=CC(C1)C2,0.2388
C#CC(C)COCC,0.3131
CCC1CC(C2CC2)C1,0.3488
CC1OC(C2CO2)C1O,0.3235
CC12CC1(C=O)CC2O,0.2172
O=C1C2C=CC13OCC23,0.2162
Cc1cnoc(=O)c1,0.1855
CC1(C)CC2OC2C1=O,0.2084
CC1(C)C2N1CC21CC1,0.2976
COC1C(C#N)C2OC12,0.2842
CC(C)(CC=O)OC=O,0.2243
N=COC1C2CCOC21,0.2531
NC(=O)NCC1(O)CC1,0.2926
CC1(C)OC2COC1C2,0.3251
CC(O)C1(O)C2CCC21,0.3014
OCCCCC(O)CO,0.317
C#CC1CC2COC2=N1,0.2588
NC12C(=O)OC3C1CC32,0.2482
COC(=O)n1cnnn1,0.2347
CN1C(C#N)=NC2CC21,0.183
CCC(C)CCC(C)=O,0.2344
Cc1c[nH]c(O)c1,0.2458
CC1CC12OCCC2=O,0.2133
CCN=C1OCC1(C)C,0.2803
NC1(CCO)COC1=O,0.2588
O=C1CC2CC13CCC23,0.2249
Cc1c(O)cc2n1CC2,0.2206
O=C1C(O)C2C(O)CC12,0.223
C#CC1(C(N)=O)CN1,0.2598
CNCC(C)(C#N)C#N,0.2445
C#CC1(O)COC1=NC,0.2561
N#CC(O)c1c[nH]nn1,0.2552
CC12CNC1(C#N)C2O,0.2447
CCC1CC(CC)C1O,0.3202
CCC1(C#N)OC1C=O,0.2126
COc1nn[nH]n1,0.2305
CC(C#N)C(C)(C)CO,0.3159
COC1CC(C=O)C1O,0.2229
CC1(C#N)C2NCC21O,0.2499
CC1=CC2C3OC(C1)C23,0.2363
CC1CC12CC1(CC1)O2,0.29
N=C1CC2CCC(O1)O2,0.2784
CC12CCC1OC2,0.3101
CN1C2C3CC(C3)C21C,0.2978
Cn1c(=O)ncoc1=O,0.2286
C#Cc1cc(C#N)no1,0.1977
CCC12CC1C(C)O2,0.3121
C1=Cc2cocc2C1,0.2001
CC1CC(C#N)C1CO,0.2859
C#CCC1NC1C#CC,0.2739
CCC1OC1(C=O)CO,0.2121
CC12C(=O)C3NC1C32C,0.221
CC1C(C)N1C=O,0.2562
C1=CC2C(C3CO3)N2C1,0.2257
CC1C2NC2(C)C2CN12,0.3199
CC1OC2CC1(C)CO2,0.3229
Cc1cnc(=N)[nH]n1,0.1451
CNc1cn(C)cc1C,0.2239
OC1C2CC1O2,0.3019
N#CC1OC1(C=O)C=O,0.1864
CC1CC2C3CC3C12,0.3105
Nc1c(O)nc[nH]c1=O,0.168
C#CCC(CC)N1CC1,0.2844
CC1(C)CCC12CCO2,0.3139
OCC1C2C(O)C3C1N23,0.2944
C1NC23C4OC12C1C4C13,0.267
NC(=O)c1cnnnn1,0.157
CCC12COC(C1)C2C,0.3151
CC(O)C1COC1,0.3064
C#Cc1cc(N)[nH]c1O,0.2089
C#CC1CC2C(C)C2O1,0.2775
N#CC#CC1(C=O)CN1,0.2122
C#CCC1(CO)NC1C,0.2861
O=CC(O)(CO)C1CO1,0.2077
CC1(C)C2OCCC21C,0.3095
C#CC1OCC2CC1C2,0.2914
CC12C(O)C1CC1OC12,0.3014
Cc1ccoc1C1CO1,0.2228
COC1C2CC(=O)C1C2,0.2245
CC(OC=N)C(O)C#N,0.2683
COC1C2C3NC2C31O,0.3094
N#CC1CN2C(=O)CC12,0.2371
CC1C=C2CCC2C1C,0.2448
C1C2OC34COC(C13)C24,0.3091
OC12CCCC3C1CC32,0.3281
ON=C1C(O)CN2CC12,0.2193
CC1C2CC1C(O)CO2,0.3051
C#CC(C)OC1CCC1,0.2876
C#CCCC(CC)CC,0.3157
CC1CC2(CC=O)NC12,0.2045
CC(C)(O)C12CN(C1)C2,0.2802
O=Cc1cnc(=O)[nH]n1,0.1561
COCC1C2OCC12O,0.2891
CC1CC2C(C1)C1CC21,0.3181
C#CCCCOCC,0.3105
CCC12C(O)C1C1CC12,0.2729
CC12CN3C(=N)C1(O)C32,0.2545
C#CC(=O)OC(C)(C)C,0.2337
CCC1OC(C)C2CC12,0.3345
C#CC(=O)C1C2COC21,0.1863
C1CC2(CC2)CN2CC12,0.3003
CC1(C)NC1C(O)C#N,0.2718
CC1(O)CC1C#N,0.3069
CN(CCO)C(=N)C=O,0.1559
CC12C(CO)C3CC1N32,0.3044
CC1(C)C2N1CC21CN1,0.2904
CC#Cc1ccc(O)[nH]1,0.1918
C#Cc1nc2n(n1)CC2,0.2221
CC1C(CO)C1C1CO1,0.3087
Cc1c(N)ocnc1=O,0.1979
NC(=O)C1(C=O)CN1,0.2203
CC1CCC1C=O,0.223
c1coc(C2CCC2)c1,0.23
OC1C2OC1C21CCC1,0.3146
CC1N=C2C3C1C1C3N21,0.1569
Cc1c(O)[nH]c(O)c1C,0.2223
N#CCC1C=CCO1,0.2481
COc1cccnc1N,0.1954
CC1OCC(=O)C2NC12,0.2074
CC1CC=CC12CO2,0.2509
COc1ccoc1,0.2342
CC12CC1OC1CC12C,0.3083
C#CC1(C=O)CN1C,0.1964
CC(C(O)C#N)N(C)C,0.2667
CC(O)C1(C)CC1(C)C,0.322
N#CC1OCC2CC1O2,0.276
N#CC12CN3C1C(O)C32,0.279
COC1C(O)C1OC,0.2863
CN(C(=N)N)C(=O)C#N,0.1795
COCC1(CO)NC1C,0.3143
CC(C)C1CC(CO)O1,0.313
CCC1CCC1C,0.3635
O=CC1C2CC3C1C23O,0.2214
CC1(C(=O)N2CC2)CN1,0.2421
CCC(=O)C(C)(C)CO,0.2297
CC(NC=O)C(=O)C#N,0.1662
CC1CCC2C(C=O)N12,0.2098
CCC(C)(C#N)C1CO1,0.3132
Cc1nc(=N)nc(C)[nH]1,0.1994
Cn1cc(O)cc1C#N,0.1896
CCC1CN(C=O)C1=N,0.2285
CC(C)C1(C)COC=N1,0.2708
OCC1OCC1=NO,0.2414
C#CCc1cnc(C)[nH]1,0.2416
NC1=CC(=O)CC(O)C1,0.1985
C#CC(=O)C1CC1OC,0.2031
C#CC1CCCOC1=N,0.2709
O=CN1C2C=CC1C2=O,0.2356
CCC1C2OCC12CO,0.2966
O=C1CCC2OC2C1=O,0.1667
CCn1nnc(CO)n1,0.2461
N=C1OC2C=CC3C2N13,0.2121
OC1(C2CC2)CC=CC1,0.2658
CC1(C2CN2)CCO1,0.3117
C#CC(C)(O)COC=N,0.2817
O=COCCOC=O,0.286
N#CC1C(=O)CC2CN21,0.2026
C1=CC2C3COC1C2O3,0.2262
O=Cn1ncnn1,0.2093
O=C1CC2CCCC12,0.2156
CCNCC1(C#N)CO1,0.2435
CC1=CC2C3C=CC1C32,0.23
O=CC1C2C3OC3C12,0.2286
CCC1(C)C(O)C1(C)O,0.2933
O=CCCC(O)CC=O,0.2235
CCCOCC(C)(C)O,0.3334
Cc1[nH]cc(C=O)c1O,0.1808
CN=c1cnc(N)no1,0.1447
CC1(C#N)C2C(O)CN21,0.2785
CC1C(=O)CC2(O)CC12,0.2197
O=c1[nH]c(C2CO2)co1,0.2239
CN1C2CC1C2C=O,0.1925
C1CC2C3CC24C1OC34,0.2052
c1cn2c(n1)CNCC2,0.2452
CC1(OC=N)CC2NC21,0.2641
C1=CC2(CC1)CN1CC12,0.2462
CCC(C)(C#N)CC=O,0.2246
NC(=O)OC1CCOC1,0.3013
CCC1C=CCCO1,0.265
COCC1(OC)COC1,0.3136
CCOC1CCC2CC21,0.3253
O=C1CC2NC2C2OC12,0.2153
OCC1C2CCC12O,0.3174
CC1=CCC2NC12,0.2482
O=COCC12CCC1C2,0.2761
C1=Cc2[nH]cnc2C1,0.1842
C#CC1C(O)C1(O)CC,0.2758
OCCc1ccccc1,0.242
CN1C(=N)CNC1=O,0.2477
Cn1ccc(C2CN2)c1,0.2413
Nc1nonnc1=O,0.1594
CCc1cc[nH]c1OC,0.2431
N#CC1C2C3CCC2N13,0.2603
CC1(C2CC2)CCC1=O,0.2164
C#Cc1cnc(CO)o1,0.1991
N#CC12CC1C(=O)CN2,0.197
COCc1ocnc1C,0.2363
COC1C2OC3(C)C1C23,0.3047
CN1CCC1CC#N,0.2595
C#CCC(C)OC(N)=O,0.3144
CN1CC(=O)C1CO,0.2169
COc1nc(O)co1,0.2345
CC(=NO)C1C2CC1O2,0.2371
CC1(C)COC(CO)O1,0.3263
CCC(C)(C)COC,0.3282
C#CC12CN=C3OC1C32,0.1608
CCC1=CCC(O)C1O,0.2584
COCC12COC1CN2,0.2816
CC12CC1CC(=N)O2,0.2722
C1CC(C2=NCCO2)C1,0.2668
CCC#Cc1ccon1,0.2182
CC(C#N)n1cccn1,0.2594
CC(C)C1C2CCC21,0.3325
CC12OC3C1C(O)C32C,0.2972
Nc1cn[nH]c1C1CO1,0.2173
C#CC(=O)CC(C)OC,0.1906
COC12CC1C(O)C2C,0.3043
O=C1OC2C(O)C12CO,0.2586
CC#CC1(C)CC=CC1,0.2658
CCCC(CO)N1CC1,0.3264
C1=CC2(CO2)C2(C1)CC2,0.2487
C#CCCCC=O,0.2274
CC#CC1CC1CO,0.2837
CC1CN1C1CC(=O)C1,0.2196
CC1OC2(C)C(=N)NC12,0.2557
N#CC1CC12NCC2O,0.2604
C#CC1CC2(CC2)CO1,0.2902
CNC(=O)C(C)(C)C=O,0.2154
O=C([O-])C12CC1NC=[NH+]2,0.2396
CC12COC1CCC2O,0.3083
Cc1nnoc(=N)c1C,0.1636
OC1C2C3C=CC(C3)C12,0.2518
C1CC2OC3CCC23C1,0.3104
N#CC1(CO)COC=N1,0.2613
O=CN1CC2OCC=C21,0.2075
CC12CCC(=O)OC1C2,0.2673
COC1(C)C2COC21,0.2984
Nc1coc(N2CC2)n1,0.2139
CC(C)C1C=CCC1C,0.2599
CC1=CC2(O)CC2C1,0.2442
CCC1COCC2CN12,0.2947
C#CC12C(O)C3C1CN32,0.2528
COC1C(=NO)CC1O,0.2441
O=CC12CC(O)CC1N2,0.2167
C[NH+](C)CC(C=O)=N[O-],0.1576
N=C1OCCC(O)C1O,0.2705
CC1OCC1C1CC1O,0.3114
O=C1CC2C(O)CCC12,0.2159
COC1C2CC=CC21C,0.2402
CC(C)(CO)C1(C)CC1,0.3361
CC12CC1OCC1OC12,0.3378
CC1C2OC(C)(C#N)C12,0.2637
OCCN=C1OCC1O,0.2556
C#CC1=CCC(CO)C1,0.2097
CCC(O)C(C)C=O,0.2292
COC=NC1CC1OC,0.2524
CCC(C)(CO)CO,0.3249
CC(=O)C1COC1C=O,0.2016
NC12C(=O)OC3C1NC32,0.2412
CC1(C=O)NC1CO,0.2274
N#CC12COC3C(N1)C32,0.244
Nc1cc(F)nc(=O)o1,0.1987
CC1CC2C3CC1C23,0.3357
CC1(O)CC(C)(C#N)C1,0.31
CC1OC1COCC=O,0.2291
Cc1ncnn1CC=O,0.2102
O=c1[nH]c2c(o1)OCC2,0.2305
C#CCC1C2CCC1O2,0.297
N=COc1coc(N)n1,0.2228
C1C2C1C1C3CN1C23,0.3125
C1OC2(COC2)C2NC12,0.3102
CCCC#CCC1CC1,0.2979
CC(C=O)C1COC1=O,0.2254
Cc1c[nH]c2c1CC=C2,0.1786
C[NH2+]C(COC)C(=O)[O-],0.2616
CC(O)C1CC(C#N)C1,0.3058
C1C2OC3C1C1(CC1)C23,0.3292
O=CC(O)CCN1CC1,0.199
CCCC1(C)C(O)C1O,0.2827
O=C1Cn2ccnc2N1,0.2004
C#CC1CC(=N)OC1=O,0.2553
CCOCC1(C#N)CN1,0.2869
Cn1cnc(F)cc1=N,0.1799
CC(C)C1(C)OCC1C,0.3138
CC(=N)Oc1c[nH]cn1,0.2346
O=C1OCC(C2CO2)O1,0.3263
OCC12CC3CC3N1C2,0.2952
O=CCC(=O)C1CCC1,0.209
O=CC1(C=O)C2COC21,0.211
CC1OC(=N)C2CC1C2,0.2855
CC12C3C4CCC1N4C32,0.302
CC(O)c1nc[nH]c1O,0.2373
[O-]N=C(CO)C1CC[NH2+]1,0.1188
CCCCC1CNC1=O,0.2804
CCC(C)(C)C(=O)C#N,0.2058
COC1C(=O)C(O)C1C,0.2032
CC1N(C=O)C1(C)C#N,0.2525
CC#CC1=CCC2OC12,0.1973
OC1CC1c1cn[nH]c1,0.2426
Cn1c(CO)noc1=N,0.2146
OC12C3C=CC1C2CO3,0.2264
c1nnnc(C2CN2)n1,0.1632
C#CC1CC2CC1C2=O,0.228
CC(C)C(=NO)C1CN1,0.2339
Cc1concc1=O,0.1843
N=COC1CC2(CN2)C1,0.2707
CC1OCCCC1=NO,0.2518
COC1C=CC(C=O)O1,0.2069
CC12OC3C=CC1NC32,0.2242
O=C1OCCCCC1O,0.2504
O=COC12CC(O)(C1)C2,0.2729
O=CC1C2C3CC2C13,0.2195
Cc1cncc(=O)nc1,0.1656
CNc1nc(=O)nco1,0.215
N#CC(=O)C12CC(C1)O2,0.1676
CC12CC3=CCC1C32O,0.1718
CC(C)C1=NC2CC2O1,0.2608
OC12CC3C1N=COC32,0.255
O=C1Cn2nncc2N1,0.2121
CC(=O)CC1C2CCN21,0.2221
COC(=O)c1ccoc1,0.2146
O=CCC1=NC2CC2O1,0.2255
CC#CC(C)N1CC1,0.2807
CC12CCOCC1C2O,0.3038
CC1C2OC3CN1CC32,0.2958
CN=C1NC(=O)NC1C,0.2479
C#CCC1C(=O)C2CN12,0.2172
Nc1cn[nH]c1C=O,0.1662
O=CCCCCCC=O,0.2249
CC(CO)C12COC1C2,0.3035
CC(=N)OCC1CN1,0.2777
OC1C=CC2COC2C1,0.2472
OCC1=CC2(O)CC2C1,0.2438
CC(C)n1cccc1N,0.2407
CNc1cocc1C=O,0.1633
Nc1cc(N)oc(=O)c1,0.1853
CCOC(C)C(F)(F)F,0.351
O=C1C2NC2C1C1CC1,0.2128
N#CC12NCC1C2O,0.2457
CN=C1OCC1CCO,0.2783
CCOC1CC1CC=O,0.2252
C#CC1(O)C2OC1C2=O,0.2315
CCC1OC(C)C1(C)O,0.3065
CC(=O)C1(C2CC2)CO1,0.2229
CCOC1CC12CCO2,0.284
N=C1CCCNC(=O)N1,0.2509
CC(C#CC1CN1)=NO,0.1904
C1CC2C1C1C3CC3C21,0.3008
Cc1nonc(N)c1=O,0.1617
CC1Cc2cc[nH]c2O1,0.2316
CCN=C1CC2CC2O1,0.2646
CC1CC2(CC2)OC1C,0.3025
CNc1conc1C=O,0.1456
OCC1OC12CC1CC12,0.3281
CC1(C)COCC1CO,0.3116
CC(C)C12CCCC1C2,0.3346
c1ncn(CC2CN2)n1,0.2684
COC12C3C4CC1N4C32,0.2916
CN1CC1CCC1CO1,0.3073
CC1CC(=O)C1C1CO1,0.2206
CN1C2C(=O)NC(=O)C21,0.2167
Cc1nc([N+](=O)[O-])co1,0.1918
Cc1[nH]nc2c1CCO2,0.2317
CC1C2OC3CC3OC12,0.3153
CCC1C(=O)NCC1O,0.2721
CC1OCC1(O)C=O,0.2176
CC1C(O)CC1(O)C#N,0.283
C#CC12CC(O1)C2CO,0.2534
CN(C)CC(=O)CO,0.2043
COCC(C)COC=O,0.2737
C[NH2+]CCCCC(=O)[O-],0.2746
CCC12CC(C=O)C1C2,0.2251
C#CC1(C)NCC12CO2,0.2712
CC(CO)C(O)C1CC1,0.3312
O=CNC1(CO)CCC1,0.2701
C1CN2CC23COC3=N1,0.2479
CC1=CCCNCC1=O,0.1658
CC12CC(N1)C2C#N,0.2791
CC12C=C(C=O)CN1C2,0.1697
N#CCC(O)C(N)=O,0.2728
C#CC1CC(O)C12CN2,0.2876
CC1C(=O)OCC1(C)C,0.2741
CC1C(=O)N2CC2C1C,0.239
C1COC2CC3NC32C1,0.3319
N=C1OC2C3C1N1C2C31,0.2568
OC1CCC=CC2NC12,0.2345
C1CC1C1CC1N1CC1,0.3132
O=C1CCC2C3CC2C13,0.2197
CC(C)OC(CO)CO,0.3184
CC12OCOC1C1NC12,0.2958
C#CC(N)c1ncc[nH]1,0.2432
CC1NC12C(C)OC2C,0.3091
CC1C2C(C=O)N3C1C23,0.2182
Nc1c[nH]c(NC=O)n1,0.1723
C#Cc1cc(CC)no1,0.205
CC(C#CC#N)OC=O,0.2322
CC1CC(O)C(O)C1O,0.3172
CC1C([NH3+])CC1C(=O)[O-],0.2654
OC1C2CC(C3CO3)C12,0.3116
CC1=C2C3NC3C2OC1,0.2233
COCC(O)C1CN1C,0.2913
C#Cc1n[nH]cc1N,0.1987
OCCn1cccc1,0.2465
CCN1C(=O)CC12CC2,0.265
CC1(C([NH3+])C(=O)[O-])CO1,0.2706
CCC12CC3C1C=CC32,0.2254
COCC1CCCC1O,0.3129
C#CC1C2C3NC3CN12,0.2517
CCC(O)CCCC=O,0.2284
OCCC12NC1CC2O,0.3041
