smiles,gap
OC1(C=O)C2C3CN2C13,0.201
Cc1cn2c(c1C)CC2,0.2483
CC1(O)CC11COCO1,0.3061
CC1CC11OCC2CC12,0.3091
c1c(nco1)COC=O,0.2488
CC1N(C)CC(O)C1=O,0.1877
CN=C1OCC(O)C1=O,0.1821
CC1CNC(C)(C1)C#N,0.2745
C(C#CC#N)OC(=O)N,0.2319
C1CC(=O)C(=O)COC1,0.1575
CN1CCC1(C)C=O,0.1821
COC(CC(N)=O)C#N,0.2761
CCNC(=O)CC#CC,0.2731
CC1NC11CCC=C1C,0.2406
CC(=O)C1OCOC1=N,0.2195
CC1(COC1=O)C1CN1,0.2616
N#CC1CC2=CCCC12,0.2457
CC1OC2C(CC#C)C12,0.2936
CC1CC1(C#N)C1CO1,0.3043
CNC(=O)C(C)COC,0.2756
OCCC1CC(O1)C#C,0.2774
CC12CC3C1N3CC=C2,0.2507
COC=NC(C)C(C)O,0.256
CC1C2CC11CCOC21,0.3359
CCNC(=O)C(=O)N,0.2112
CC1OC2C3C4C3C1C24,0.3246
OC12CC1OCC1NC21,0.3009
CC1CC(C=O)C1(C)C,0.2182
CC(C)(CC#N)C#C,0.2964
NC1C2NC2COC1=O,0.2616
CC1(C)C2(C)COC12C,0.3004
COCC1(CO1)C#N,0.2794
C1CNC(=NC1)C=O,0.1707
CC12CN1C(CO)C2O,0.2944
c1c(cnc(c1F)O)N,0.1823
CC1C2CC2CC1CO,0.3374
CCCc1c(con1)C,0.2482
CCC1C2CC1(C)C2O,0.3199
OCC(O)C1=NNC=C1,0.2508
OCC1CNCC(=O)C1,0.1968
CC1(C)NC1C#N,0.2882
CN1CC2OC(C#C)C12,0.2357
N=C1OC2C3C4C3C1C24,0.2744
CCC12CC1C1OCC21,0.3042
C1OC11C2NC3C2NC13,0.2823
CCC1C2COCC12,0.3244
c1cc([nH]c1CO)CO,0.2261
O=C1CC2(CC2O1)C#C,0.2592
CC(=O)C1COCC=C1,0.2149
Cc1c([nH]nn1)C(C)C,0.2432
CC1CC11C2CN2C1=O,0.2307
CC12NC1CC2OC=O,0.2578
CCC(=O)c1c[nH]nn1,0.2079
C1C2CC3=C(CCC3)C12,0.2412
NC1=COC(=N)C=N1,0.1345
O=C1OCCC1C1CN1,0.2555
CC1C(CC#N)N1C=O,0.2539
CC1C=CC2(C)C(O)C12,0.2279
COC1CC1NCC#N,0.2579
C1OC11C2CC3CN2C13,0.3058
CC1(O)CC1CCCO,0.324
CCC1N2CC2C1=O,0.2189
OC12C3CC1C3C2C#C,0.2917
C1OC2C1C21CC=CC1,0.256
N=C(C#N)N1CCC=C1,0.1712
CC12C3C1C1C=CC3N21,0.2212
C#Cc1cnc(nn1)N,0.1647
CCC#CC1CC(=O)N1,0.2729
CC1(CN=CO1)C#C,0.2703
CC1CC1C1=NC=CO1,0.2341
CCC12OC1(C)CC2O,0.3103
OC1C2COC1C1OC21,0.327
CC1C2NC2C2C1N2C,0.2853
CCC12CC1CCC2,0.3391
c1c2cnoc2ncn1,0.2001
Cc1cn[nH]c1COC,0.251
CC#Cc1[nH]nc(n1)O,0.1987
CC1OC(=O)NC(C)=C1,0.2282
Cn1c(=O)cncn1,0.1678
CCN1C(C#N)C1C#N,0.2528
CC1OC2CC12C#N,0.2714
CN1CC2CC(=NO)C12,0.2184
OC1C2CC1(O)CO2,0.2878
N=C1N=CN(C=O)N=N1,0.1686
N=C1OC2COC(=N)C12,0.2664
CC1NC1C1(CO)CN1,0.302
CC1OCC(=O)C=C1,0.1777
C1CN1CCOCCO,0.3167
CC1(C)C(O)C11CCO1,0.2832
O=C1CN2C3CC2C1C3,0.2086
NC12CC1NC2C#N,0.2404
CC12OC3C1C1(CN1)C23,0.3051
OC12COC1CCCC2,0.3101
O=C1CC23CC1C2CO3,0.2224
CNC(=O)N1CC1C#C,0.2713
CC(CO)C#CC(N)=O,0.2342
O=C1CCC23CC12CC3,0.2193
O=CC1CC2OC(=O)C12,0.2268
OC1CCCNCC1=O,0.1976
CC12C3C1C1(O)C3C21O,0.271
CC1(CO1)C(O)CC#N,0.3161
CC(=O)C1COC1,0.2302
O=CCC1COC=NC1,0.2172
C1C2CCCC3CC12C3,0.3287
OC12CCC3C4C3C1C24,0.2761
CC12CC(O1)C1NC21,0.3044
CC1OC2(CC2)C1O,0.2958
OCC1C2OC1C2C=O,0.2047
c1nc(no1)C2CCC2,0.2616
CN1N=NC(=N)N=N1,0.1638
CC1CC(CN2CC2)C1,0.3178
Cc1cc(nc(n1)N)O,0.2105
O=CC1C2NC(=O)OC12,0.2185
N#CCC1CC=CCO1,0.2676
c1cncnc1NC=N,0.201
CNc1ccc(o1)C=O,0.1628
C#CC1(CC2CO2)CN1,0.2733
CN=C1OC2CNC2=C1,0.191
c1c[nH]c2c1C(=O)CN2,0.1897
NC1(CCOC1)C#N,0.2859
N=CN1CCCOC1=O,0.252
CC#CCC(C)C1CO1,0.3027
COC1CC(C)C2OC12,0.3295
N#CC1CC=CC1,0.2663
CC1=CCC2(CCO2)C1,0.2618
CCC(CC)OCC,0.3245
COC1(C)CCC1C,0.3225
NC1=CC(=O)C2NC12,0.1927
CC(=O)CC(C#C)C#C,0.231
CC(C)CCC#CC#C,0.2313
CC1C2C3OC4C1C2C34,0.2861
C1C=CCC11CN=CO1,0.2613
OC1CC2C(OC12)C#N,0.2712
CC12CCC3CC1C23,0.3412
CC1=CC(=O)C2NC12C,0.1791
OC1(C#N)C2CNC12,0.2621
CC#Cc1c(cc[nH]1)N,0.1876
c1c(oc(=O)[nH]1)NC=O,0.1926
c1c(c([nH]c1N)N)C#N,0.2034
CC(NCC(N)=O)C=O,0.2139
N=COC1CC1CC#N,0.2807
c1c(c([nH]n1)N2CC2)O,0.2227
O=COCCCC1CO1,0.2835
c1[nH]c(c(c(=O)n1)O)N,0.1849
CC1(C#N)C2CC(=N)N12,0.2431
CC12CC(O1)C=C2CO,0.2336
CC1NC(=O)NC=C1,0.2249
CC1C=CC(C#C)C1=O,0.2153
c1cncn(c1=O)C=O,0.1759
CC(=O)C(C#N)C1CC1,0.2291
O=C1NC(C#C)C11CN1,0.2612
C1OC23CC(CC12)C=C3,0.2416
CC12OC1C(C#N)C2N,0.2699
OC12C3CC1OC=NC23,0.2426
CCN1C2C(=O)CC12C,0.2092
Cc1cc(n[nH]1)C2CC2,0.2494
C1C2CCOCCN12,0.3137
CCC1OC1CCC#C,0.3157
C1C(CO1)(CCC=O)O,0.2296
CC1CC2(CCO2)C1C,0.3068
c1cc-2ccc[nH]c2c1,0.135
CC1=NOC(=N)N=C1F,0.1679
C1CC2(O1)C1OCOC21,0.2749
NC(COCC#N)C#N,0.27
O=CNCC1OCC1=O,0.2128
c1cn2c(n1)[nH]c(n2)O,0.2397
CCC(OC)C(O)CO,0.308
C#CC12CC3C4C(C14)N23,0.2504
Cc1c(c(on1)OC)N,0.2193
C#CC1OC1CN1CC1,0.2539
OCCC12CC3C1N3C2,0.3048
OC(C#C)C1C2COC12,0.2699
CCNc1c(cco1)N,0.2161
CCC#CCC(C)C,0.297
C1C2NC11C=CCOC21,0.2336
CC1(CC1)CN2CC2,0.3141
OC1C(CC1C#N)C#N,0.2938
OC12C3OC1C(=N)OC23,0.2389
c1cnc(=O)oc1CO,0.1832
CC1N2C(C)CC12CO,0.3059
CCC(O)C1OC2CC12,0.3005
OC1(C#N)C2CCOC12,0.2731
C1C2C3C4C3C1C=CC24,0.2571
COC(=NCC(=O)N)N,0.2397
C1C2C1C13CC2C1CO3,0.3117
OCC1C2OC(=O)OC12,0.3056
Cc1ccnc(=O)nc1,0.1637
CN1CC1C1COC=N1,0.2458
CC1NC2C(C#N)C12N,0.2635
CC1=CC(=[NH2+])O[CH-]C1=O,0.1161
c1c[nH]c(c(c1=O)N)F,0.1804
OC1C2CCC12C#C,0.2675
CC1(C)OC1C1(C)CO1,0.3391
CC1CN1C12CC(C1)C2,0.3098
C#Cc1cocc1C#N,0.2127
CCC1C2(C)CC1(C)C2,0.3626
CC#CC1CCCC1O,0.2914
OCC12C3C4CC(C14)N23,0.3059
OC1CCN2CC12C=O,0.2085
C1C2OC3CCC=C1C23,0.2423
CCOC(=O)C(=N)OC,0.2263
CNc1[nH]c(=O)on1,0.2598
C1CC23CC=CC2(C1)N3,0.2434
CC1(OCC(=O)CO1)C,0.2061
CCC(C)C(CO)C=O,0.2275
CN1CC(O)(C=O)C1=N,0.2019
O=C1C2CC1COC2,0.2238
O=C1CC2C3OCC3C12,0.2156
CCCC1(CC)CN1C,0.3044
CCC1CC2(O)CC2O1,0.3102
N=C1OCC2CC(=O)C12,0.2135
C#CCCCCCC#C,0.3091
CC1C(C)N1C(N)=O,0.2832
O=C1OC2CCN=C2O1,0.2708
CC1=C(CC(=O)N1)C#C,0.1825
CC1CC(O)C1(C)C=O,0.2199
C1C2OCCC3CCC123,0.3294
O=C1CC2OC=NC12,0.2064
CC1OC11C2CN2C1C,0.3066
CN=c1[nH]c(no1)CO,0.2126
C(c1nc(no1)N)N,0.2321
CCC(C)(C)C=O,0.2283
CCC1OCC1NC=O,0.2738
OC1C[NH2+]C1C([O-])=O,0.2606
C1CC23C4CC2C(C4)C13,0.3402
CC1(C)CC2CCC12C,0.3318
CC1CC2CC1(O)C=C2,0.2514
CC12CC(CC1)C2=NO,0.2629
CC1(C)OC1C#CC#C,0.214
C1OC23CC4CC2C4C13,0.3169
C1CC(=CCC1=O)C=O,0.1886
C(CO)COC(=O)CO,0.287
OC12CC3CC1COC23,0.3048
C1C2CC1C21CCC=C1,0.2539
CC(C#C)C1CC1CO,0.3087
N#CC1OC2(CC2)C=C1,0.2276
CCC1N2CC(=O)C12C,0.217
C1CN1C1C2OC=NC12,0.2575
N=C1OC2(CCC12)C=O,0.2114
CC(C)N(C=O)C(=N)C,0.2352
CC(OC=N)C(O)C=O,0.2223
c1cocc1CCO,0.2419
CC1CC1C1=NNC=N1,0.2488
CCC1(CCO1)C(C)C,0.3075
COC=NC(C)C#CC,0.2663
O=C1CCNCC11CO1,0.2158
OC1CC2CC(O)C=C12,0.2415
Cc1cncn(c1=O)C,0.1952
CC1C2CC1([NH2+]2)C([O-])=O,0.2182
CC1COCOC1,0.3408
O=CCC(C#N)C1CC1,0.2249
CCCC1NC1C=O,0.2218
C(C#CCO)NCC#N,0.2679
CC1(OC1C#N)C(N)=O,0.2397
OCC1NC2C1OC2=N,0.2572
CCn1c(cnn1)NC,0.2279
c1c(nno1)CC(=O)N,0.2307
OC1CCCOCOC1,0.3259
CC1NC11COCC1C,0.313
CC12CC(C1)C(=O)CN2,0.2075
Cc1c(c(=O)[nH]nn1)F,0.1883
CC12OC3C1C3(O)C=C2,0.2186
CC(=N)Nc1nnon1,0.1882
CC1(O)C2COC12C=O,0.2117
CCC1OC(=N)C1CO,0.2804
CCC1CCC(O)C=C1,0.259
O=CC1CC11C2CC1C2,0.2296
COC1CCCC1OC,0.3144
C#CC1(CC1)NC=O,0.2676
CC1(C)OC11CCC=C1,0.2484
Cc1ccc(cn1)C#N,0.2092
OCC1NC(CO)C1=O,0.2132
O=CC12CC3C1CN3C2,0.2086
CCCC1=CCC(O)C1,0.2594
CC1CN2CC2C(=O)N1,0.2489
O=CC1=CC2CCC1O2,0.1896
CC1OCC2=C1ON=C2,0.2294
CN1CC1CC#CC#N,0.2031
C1C2CC3=COC=C3N12,0.2315
CCC(OC(C)=O)C#C,0.2821
CN(C)C(=O)CCC#N,0.2666
CC12CC(C3CO3)C1N2,0.3358
C(C=O)C(=O)NC=N,0.2188
COC(C)(C)C(C)C#C,0.3065
CC1CC(C)C1OC=O,0.2871
N=C1OC=NN1CC#N,0.2207
N=C1NCCOC1C#C,0.2549
C(C1CN1)C1=NNC=C1,0.2636
CC12CC(C1O2)N1CC1,0.3255
CCC1CCC1OC,0.3269
CC(=O)COC(=N)C#C,0.2191
OC1C2C=CCCC12O,0.2405
COCC1(C)CC2OC12,0.3353
N#CC12CC3CN(C1)C23,0.2421
CN=C1OC(C)(C)C1C,0.2774
CC1N2C3C2C2C3C12O,0.2879
CC1=C(N)C(=N)N=CO1,0.1794
CC1(OCC11CO1)C=O,0.2109
CC(C)C1OCCC1C,0.3166
C1C2OCOC3CN1C23,0.2727
CC1(OCC1=O)C#N,0.2213
O=C1CC(CCC#N)N1,0.2812
O=CC(=O)C1COCO1,0.1467
C1C2CCOC12,0.3186
CC1C2NC(C)(C#N)C12,0.2568
CCN=C(C#N)N1CC1,0.2065
CCCCOC1COC1,0.3183
CC12OC1(C#N)C1CC21,0.2681
CC1C2C3CN(C23)C1=O,0.2295
CC(C)(C)C(C)(C)C=O,0.2234
c1c(n2c([nH]1)nnn2)N,0.205
COC1CC(C)=CCO1,0.262
C1C=CC=CC(=O)N1,0.1802
CC1(CN1)C1(O)CC1O,0.2965
OCC1CC2(OC12)C=O,0.2199
NC(=O)CCCOC=N,0.2761
CC(=O)COC,0.2347
COC1CC2(O)CCC12,0.3106
O=C1NCC11CCCO1,0.2591
CC(=O)C1NC(=O)C1O,0.2234
CCC1C2COC1OC2,0.3301
CC12OC1C1C(O)CC21,0.3103
CC12CC3(C)C4C1C2N34,0.2911
N=C1OCC23CC(C2)C13,0.2811
CCC1(COC1=N)C#N,0.2821
OC1C(CC#C)OC1=O,0.2606
C#CC(=O)CNCC=O,0.1739
Cn1c(ncn1)NC=N,0.222
OCC(CNC=O)C#C,0.2784
Cc1cc(ccn1)O,0.2415
CC1C2OC1C21CC1,0.3208
CC#CC1N2CCC12C,0.2577
OC(CCC#N)C#C,0.2974
C1OC2OCC1CC=C2,0.2481
CC1N=CN(C=O)C1=N,0.2172
CC12CC1(CO)C(O)C2,0.3017
CC12C(CO)N3C1CC23,0.3114
OCC1CC2OC3C2C13,0.3048
OC1CC(O)C1(O)C#N,0.2831
CCN=C1NCC2OC12,0.2415
CCC1C2CC(=O)N12,0.2343
ON=C1CC(O)C(O)C1,0.2458
N#CC1C2C3CCC1C23,0.3027
CC12NC3C=CC1OC23,0.2229
CC12CC(O)(C=C1)C2O,0.2366
CN(C=O)C1CCC1O,0.2665
CC1=CC23CC2(CO3)C1,0.2293
CC1CCCCCC1,0.375
CCCc1cc(on1)N,0.2327
CC12CN1C1COC1C2,0.3084
C1C2N1CC1=C2N=NN1,0.2234
COCC1C2CCCC12,0.3274
CC1C2CCOC12C,0.3104
OC1CC2(OC12)C1CN1,0.3089
CC1C2(C)COCC12C,0.322
CCC12CC1C(C)CC2,0.338
C1CC(C1)(CO)C=O,0.2198
CC(O)C1(C)CCCC1,0.3239
O=CC1OC2COCC12,0.2198
[O-]C(=O)C[NH2+]CC#C,0.2657
CC(=O)C#CC=O,0.1958
CC1CCC11CC(=N)O1,0.2865
CC(O)C(=O)C#CC=O,0.1888
C#CC12COC3CN1C23,0.2667
COC12CC(C1O)C2O,0.314
OC(C#N)C(=O)NC=N,0.2297
OC1C2OC1(C#C)C2=O,0.2141
COC1(CO)COC1=O,0.2658
C#CC12CC(O1)C21CO1,0.2585
CC1NC(=O)C1(C)C,0.2792
OC12CC1COCOC2,0.3344
N=C1CC(=O)C2(CC2)O1,0.2183
CC12C3CC4C3C1(C)N24,0.3091
Cc1c(nno1)N2CC2,0.2155
CC12CCC(O)CC1N2,0.3031
N=C1C=CC=COC1=O,0.1615
N=C1CC2CN2C(=O)N1,0.2454
C#CC(=O)OCC(=O)N,0.2169
CC12CC1C1OC21C=O,0.1965
O=C1OCOCC11CN1,0.2584
OCC1CC2NC12C=O,0.2028
OCC1(O)CC2(CO2)C1,0.3116
O=CC12CCC1OCO2,0.2194
c1[nH]c(c(n1)C=O)C#N,0.1821
c1[nH]c(=NCCO)on1,0.222
COC1(C)COC(=N)C1,0.286
OC12COC1C2C#N,0.283
CNC(=O)C1CN1C,0.2404
CCC12CC3OC1C3N2,0.3
C1CC1N2CCC2=O,0.2728
CC([NH3+])C(C)(C)C([O-])=O,0.2774
CCCC(CC=O)OC,0.2228
C#CCC1CCCCC1,0.3136
OC1(CC2CC1O2)C=O,0.2049
O=C1C2CC3CCC13N2,0.2347
CCC1CC2CCC1C2,0.3578
c1nc(nc(n1)O)C=O,0.1721
CC12C3C4C1CC2N34,0.3049
CC12CC(CO)C1(C)O2,0.3099
CN1C2CC2C1CC#N,0.2506
OC1(CC1)C1C2CC1O2,0.301
CC12CC3(O)CC1(O)C23,0.3018
COC12CC=C3CC1C23,0.1826
N=C1OC2CC12NC=O,0.2496
NC1(CC1CO)C#N,0.2938
CC12C3CC1N(C=O)C23,0.2491
CCC1NCCNC1=O,0.2599
c1c(ncnc1F)N,0.2253
OCC1OC11C2CC1O2,0.3159
CC1(CN(C1)CC#C)O,0.2637
C#CC(=NO)CO,0.2056
CC1CC2N3CC3C12C,0.2938
OCC12OC(C1O)C2=O,0.2253
O=CC12OCC1C1CC21,0.2049
CC#CC1CC2C(C)C12,0.2913
OC1CNC2=COC=C12,0.2122
C1C2C3CC4=CCC13C24,0.1679
CC1(O)CC(C#C)C1=O,0.1979
C#CCCn1cnnc1,0.2609
C1C2(CO1)COC(=N2)N,0.2771
CC12C3C4C5C3C1C5C24,0.3215
COC1C(C)C1C#CC,0.2711
CC(C)C(CC=O)C=O,0.2199
COC(=O)C=O,0.1821
c1c(c(c([nH]1)O)N)N,0.2246
CC12CCC3OC3C1N2,0.3007
CC1C2(C)OCC12C#N,0.2677
CC(C(N)=O)C(F)(F)F,0.2754
COC(C#C)C(C)(C)C,0.3002
C1OC2C=CCCCC12,0.2521
COc1c(c(no1)O)N,0.2179
C#CC1CN2CC12C#C,0.2504
C1CC2CCCC12,0.3604
CC12CC3C4CN1C2C34,0.3083
[O-]C(=O)CC[NH2+]CC=O,0.2064
C1C2C=C3CC4C1C2C34,0.1988
CCOCC(=O)C1CO1,0.2239
O=C1COC1C1CCO1,0.2215
CNc1[nH]cc(n1)CO,0.2372
FC1=NC=CC(=N)N1,0.1888
CC12CC3C1C3(C2)C#C,0.2736
c1cncc(c1O)CO,0.2384
CC12CC3CCOC1C23,0.3062
N#CC1CNC2CC2O1,0.241
C#CCC#C,0.2978
OCC1CC2(COC2)O1,0.3078
C1CC1OC1CN=CO1,0.2778
CC1OC1(C)CN1CC1,0.3189
CCC(C1CC1)C2CC2,0.3496
CCCC1C=CC2OC12,0.2442
[O-]C(=O)C1=CNC(=[NH2+])N1,0.1749
OCC(C#N)C(O)C=O,0.2331
OCC(O)CCN1CC1,0.2988
OC1CC2CCC1C=C2,0.2617
c1c(nc(o1)N(=O)=O)O,0.155
CCCc1ccno1,0.2444
Cc1c(con1)NC=O,0.2192
CN1C(CO)C1C=O,0.1947
CC12OC1CC=C2CO,0.2457
C1C2C3C4C3N1C24,0.2986
Cc1conc(c1=O)C,0.1868
CCC1CC1C=O,0.2286
N=CN1C(=N)C=CC1=N,0.1641
CC12OC1C1(O)CC2C1,0.3195
CC12COC(O1)C=C2,0.2457
CC12OC3C1NC23CO,0.2827
CN1C2CC1C2(C)O,0.2782
CC(O)C12CC1C(C)C2,0.3177
COC=Nc1ccn[nH]1,0.1897
OC12CC(O)(C1)C1CC21,0.3149
CC(C)(CO)NC(=O)N,0.2991
c1c(oc(n1)C#N)C=O,0.1784
OC1C2C1C1C2OC1=O,0.2597
Cc1c(ocn1)C(=O)C,0.1963
O=C1OC2C3COC3C12,0.2654
CC1C(O)CC1(O)C#C,0.2776
CN1C(CC#N)CC1=O,0.2733
COC1CCC=C1CO,0.2594
Cc1coc(c1C#C)C,0.2103
CN1C(C2CO2)C1(C)C,0.2982
C#CC(CC1CN1)C#N,0.2621
CC(CO)N(C)C(C)=O,0.2668
CC1OCC2(O)CC2O1,0.3146
CC1C2CC3CC1(O)C23,0.3164
O=C1C2COC2C11CN1,0.2066
OC1CCNCC(=O)C1,0.2117
CCCCCNC(=O)C,0.2788
O=C1OCC1NC1CC1,0.2347
CCC(OC1CC1)C=O,0.2135
c1c(c2c([nH]1)OCO2)N,0.2144
CCC1(CO1)C(C)C#C,0.3054
OC1=C(NN=N1)C1CN1,0.2131
Cn1ncc(n1)C#N,0.2349
CC(=O)CCC1CC1O,0.2333
OCC1C=CC2CC1O2,0.2395
C#CC1OC11CC=CC1,0.2661
C1CC(C1)CCCC#N,0.3353
NC1=NC(=NN1)C1CN1,0.2366
COC12CCC1OCC2,0.3181
CC(CC(N)=O)C1CC1,0.2786
N#CC1NCC=C1C#N,0.206
CCC(C1CN1)C(C)=O,0.2209
CC1(CO1)C1=NNC=C1,0.2581
CN(C)C(=O)CC(=O)N,0.2505
CCC1(CC1)C#CC=O,0.2043
CCC(=O)OC=NC,0.2444
OCC1OC2C1NC2=O,0.2485
CCC(C=O)C1COC1,0.2189
ON=C1C(O)C=CC1O,0.235
CC1(CN1)C1CN1C=O,0.2551
C#CC1(CC2CN12)C#N,0.2479
CCC12CC(C1)C(C)=C2,0.2361
C#CCC#CC1COC1,0.2825
OC1C2NC2C=C1C=O,0.1788
Cc1cnc(o1)C=O,0.1812
CC1COC(C)C1=NO,0.2494
Cc1c(nc(o1)O)C#C,0.2054
CCc1c(coc1N)N,0.2187
CNC(C#N)C(C)C#N,0.2743
CC(C#N)C(=N)NC=O,0.2295
COC1CC2CC=CC12,0.2614
Cc1nnc(n1C=O)C,0.2037
O=C1NCC2C3CC1C23,0.2598
C#CC(=O)NCCC#N,0.2339
CCCc1cc([nH]c1)C,0.2409
Cc1cn(c(n1)C)C,0.2414
CC12CCC1(CO)C2O,0.2948
CN=COCCNC=O,0.2457
COC1C=C(C)CC1C,0.2552
Cc1coc(c1CO)N,0.2178
CC1(C(=O)CCCN1)C,0.2096
N#CC1C2CC3NC3C12,0.2769
CC1(OC1CO)C1CC1,0.3355
Cc1c(n(cn1)C)C,0.2435
OC1C2CC1(CC=O)C2,0.2224
COC12COC1CC2O,0.2988
OCC12CC3N=CN1C23,0.2367
CC1=CC2CC1(C)CO2,0.2471
NC(C#N)C1=CON=N1,0.2241
CCOC1CCCC=C1,0.2615
CC(C)C#CCCC#N,0.2857
OC1(CC1(O)C#N)C#C,0.2525
CCC1C2CC1N1CC21,0.3143
CC1=C(ON=C1)C1CN1,0.2186
CC(CO)C1(CN1)C#N,0.2873
C1CC23OCC4C2N4C13,0.3008
CC1=COC(=N)N=C1N,0.1777
CCC1CC(C)O1,0.3312
CC1=CCC=CC(O)C1,0.2417
C1C2OC11COCCC21,0.3125
CC1(CC1CC#C)C#N,0.2974
Cc1cc(c(o1)C)CO,0.2273
COCC1COC(=O)N1,0.3124
CNC(=O)C(C)C=O,0.2047
CC1CCC(C)=C1C#N,0.2156
CCC12CC(C)(O1)C=C2,0.2342
CCCn1cc(cn1)O,0.2314
CCN1CCC1CC#N,0.2594
COCC(C#N)C1CN1,0.2858
C#CC(CC1CC1)C#C,0.292
OC1C2C3OC2C13C#N,0.2656
CC12CCC3OC1CC23,0.321
CCCN(C)C(=O)NC,0.2933
CC12C=CC3CCC1C23,0.2384
CC(=O)c1cc([nH]c1)N,0.1836
OC1CC11OC2CC12O,0.2937
CC12NC3C(=O)C1C23C,0.2278
CCN(CCC#C)C=O,0.2671
c1c([nH]c(n1)O)O,0.2479
Cn1nc(nn1)C(=O)N,0.2184
CNC1=CC(=O)CC1,0.2088
C1C2OCC3N=CN1C23,0.2373
c1c2c(c[nH]1)OCO2,0.2357
O=C1CC2COC2C1=O,0.1362
OCCC1(O)CCC1=O,0.2181
COC12CC1C(=O)C2C,0.2256
C1CN=C(CN1)OC=O,0.2083
O=C1CC2N=COCC12,0.2155
CC1(OC1C=O)C1CC1,0.215
OC12CC3C1N3CC=C2,0.2475
COCCC(=O)C1CO1,0.2166
COC(=O)C(C)C(C)=O,0.222
CC1(NCC1O)C=O,0.1994
Cc1ccc(oc1=O)O,0.1723
CN(C=O)C(CO)C#N,0.2666
NC1(C#N)C2NCC12O,0.2402
O=C1CC2CC3C2N3C1,0.2075
CC(O)C(O)C#CCO,0.2736
CC1=CC2OC2C1C#C,0.2418
CC1CCC1(C)CC#C,0.3074
CN1CC2(C1)CC(=O)N2,0.2612
CC12OC1CC2CC#N,0.3009
c1c(coc(=O)n1)C#N,0.1772
CC12OC1(C)C(=O)C=C2,0.1708
c1c(nc(o1)NC=O)N,0.1841
C(C(=O)CO)C(=O)CO,0.2171
OC1C2C3CN3C12C=O,0.1988
CC12CC(C1)C1CN21,0.3214
CC(C)CCC(C)O,0.3344
CC1OCC(C)C(C)O1,0.3365
Cn1c(=O)n(nn1)C=O,0.2036
OCC1CN1C=O,0.2597
Cn1cc(oc1=O)C#N,0.1906
CCCc1c(nco1)C,0.2372
OCC1CC(O)(C1)C#C,0.288
CC(=O)C1=CC2OC2C1,0.1853
CC(O)C1C2OC1C2=O,0.2458
c1cc(oc(=O)c1O)O,0.1609
NC12C3NC1C3OC2=N,0.2495
CC1CC(=O)C11CN1,0.2073
O=CC1(CC2NC12)C#C,0.2109
C1C2CC3C4CC3C4C12,0.3466
COC12CC(C)(C1)C2=O,0.2341
N#CC1NC2(CC2)C=C1,0.2287
CC(OC1CCC1)C#N,0.2939
CC1C=C(CC1=O)C#C,0.2079
CCOC1=NC2CC2N1,0.2706
CC1(O)CC=CC1C#C,0.2604
COCC(O)CC(N)=O,0.2768
CC1(CCOC1)C#C,0.3035
NC(CO)C1=NC=CO1,0.2409
OC12CCC(C1)C1CC21,0.3191
CC1CN=C(C)N1C=O,0.2253
OC1CC(=O)C2CC12O,0.2264
CN=C1OC=C(N)N=C1,0.134
CC1(C)CC1C(O)CO,0.3145
O=C1NCC23CN(C2)C13,0.2422
OCC1NC1(CO)C=O,0.2218
N=C1COC(=N)C(=O)O1,0.2137
CC#CCCNC(=O)N,0.2916
CCC12CC1N1CC21C,0.2911
C1NC11CC2OC=NC12,0.2558
c1c(non1)NCC#N,0.2114
CNC(=O)NCC1CC1,0.3035
C1CNC=C1C(=O)C=O,0.1341
CC1C=CC2C1C2(C)C,0.2435
CC(=N)OC1=NOC=C1,0.245
Cc1c(onn1)COC,0.2244
C1CCOC2(C1)CC2,0.3254
C1C2CN1C1=C2ON=C1,0.2188
O=CNCCC1CO1,0.2806
CC1CC11CC2CC12C,0.3229
C1C2(CO1)C=CC(=O)O2,0.2129
Cc1nc(cc(n1)O)N,0.2262
CC12CC1(C=O)C1NC21,0.2129
C1C2OC3OCC2OC13,0.3294
C1CC11OC2CC1C=C2,0.2307
[O-]C(=O)C1OC11C[NH2+]C1,0.2489
NC1=CC(=N)OC(=O)C1,0.197
CNc1c[nH]cc1N,0.2325
CC(C)C12CC1N=CO2,0.2592
O=C1C2CC2C1C1CN1,0.2154
ON=C1CC(O)C=C1,0.1919
CC(CCC#N)C=O,0.2257
CC1C2C3N2CC13C#C,0.2645
CCOC1CC=CCO1,0.2671
CCOC(C)C1(C)CO1,0.3354
CC(=O)C1(C)OC2CC12,0.2184
CC(O)C1CC2(C)OC12,0.3136
OCC1CC=CCCO1,0.2536
CNC(=O)C(O)C(C)C,0.2758
CC1(CC1O)OC(N)=O,0.3087
CNc1cc(oc1)C=O,0.1568
CC1(NC1(C)C#N)C#N,0.2749
CCC(O)C(O)C=O,0.2252
c1c[nH]nc1NC=N,0.2207
O=C1CC2CC2(O1)C#N,0.2781
FC(F)(F)C1C2CCN12,0.3211
CCC1(O)CC(C)C1C,0.3216
COC(=O)C(N)C1CO1,0.2554
CC1CC=CCC1=O,0.2248
CC12C(O)C1C=CC2=O,0.1798
Cn1c(cnc1N)C#N,0.1985
OC12C3C1C1C3OC21,0.3085
O=CC1NC2CN3C2C13,0.2097
O=C1NCC1CC#N,0.2793
c1coc2n1nnn2,0.2335
C1CC11OCC2OC12,0.3229
CC#CC1OC(=O)C1C,0.2718
CC(O)C1=NC=C(C)N1,0.2432
Cn1cnc(=O)nc1N,0.2106
