canonical_smiles,gap
CC#CC1(C#N)CN1,0.2529
C#CC1(C#CC)CO1,0.2529
CC#CC1(C#N)CO1,0.2522
CC#CC1(C=O)CC1,0.2229
CC#CC1(C=O)CN1,0.2159
CC#CC1(C=O)CO1,0.2144
C#CCC1(CC)CC1,0.3121
C#CCC1(CC)CO1,0.3053
CCC1(CC#N)CC1,0.3224
CCC1(CC#N)CN1,0.2921
CCC1(CC#N)CO1,0.3096
C#CCC1(OC)CC1,0.2986
COC1(CC#N)CC1,0.2989
C#CCC1(CO)CC1,0.3114
C#CCC1(CO)CN1,0.2857
C#CCC1(CO)CO1,0.3015
N#CCC1(CO)CC1,0.3139
N#CCC1(CO)CN1,0.2838
N#CCC1(CO)CO1,0.3012
CC#CC1(CO)CC1,0.2843
CC#CC1(CO)CN1,0.2735
CC#CC1(CO)CO1,0.2765
CC#CC1(CC)CC1,0.287
CC#CC1(CC)CN1,0.2821
CC#CC1(CC)CO1,0.2792
CC#CC1(OC)CC1,0.2741
CCC1(NC=O)CC1,0.2757
CCC1(OC=O)CC1,0.2762
CCC1(CC=O)CC1,0.2242
CCC1(CC=O)CN1,0.2185
CCC1(CC=O)CO1,0.223
COC1(CC=O)CC1,0.2251
O=CNC1(CO)CC1,0.2727
N=COC1(CO)CC1,0.2784
O=COC1(CO)CC1,0.2747
O=CCC1(CO)CC1,0.2125
O=CCC1(CO)CN1,0.2113
O=CCC1(CO)CO1,0.225
CCC1(CCO)CC1,0.3398
CCC1(CCO)CO1,0.3314
CCC1(COC)CC1,0.3309
CCC1(COC)CN1,0.3153
CCC1(COC)CO1,0.3347
CCCC1(CC)CC1,0.3417
CCCC1(CC)CO1,0.3485
CCCC1(OC)CC1,0.3277
CCCC1(CO)CC1,0.3328
CCCC1(CO)CN1,0.3117
CCCC1(CO)CO1,0.3473
CCOC1(CC)CC1,0.3287
CCOC1(CO)CC1,0.3299
COC1(CCO)CC1,0.3281
COCC1(OC)CC1,0.3351
COCC1(CO)CC1,0.3213
COCC1(CO)CN1,0.3098
COCC1(CO)CO1,0.3217
OCCC1(CO)CC1,0.3294
OCCC1(CO)CN1,0.3116
OCCC1(CO)CO1,0.3312
C#CC1(CCC)CC1,0.2958
CCCC1(C#N)CC1,0.3201
C#CC1(CCC)CN1,0.2869
CCCC1(C#N)CN1,0.2953
C#CC1(CCC)CO1,0.2862
CCCC1(C#N)CO1,0.3019
CCNC1(C#N)CC1,0.2672
C#CC1(OCC)CC1,0.28
CCOC1(C#N)CC1,0.2922
CNCC1(C#N)CN1,0.2636
CNCC1(C#N)CO1,0.2439
C#CC1(COC)CC1,0.2959
COCC1(C#N)CC1,0.3041
C#CC1(COC)CN1,0.2795
COCC1(C#N)CN1,0.2883
C#CC1(COC)CO1,0.2845
COCC1(C#N)CO1,0.2794
C#CC1(CCO)CC1,0.2947
N#CC1(CCO)CC1,0.308
C#CC1(CCO)CN1,0.2849
N#CC1(CCO)CN1,0.2913
C#CC1(CCO)CO1,0.2842
N#CC1(CCO)CO1,0.2792
CCCC1(C=O)CC1,0.233
CCCC1(C=O)CN1,0.2234
CCCC1(C=O)CO1,0.2206
CCOC1(C=O)CC1,0.2208
COCC1(C=O)CC1,0.2271
COCC1(C=O)CN1,0.2209
COCC1(C=O)CO1,0.2215
O=CC1(CCO)CC1,0.2328
O=CC1(CCO)CN1,0.2228
O=CC1(CCO)CO1,0.2199
C#CC1(C#C)CC1C,0.2647
C#CC1(C#N)CC1C,0.2719
CC1CC1(C#N)C#N,0.2887
C#CC1(C#C)NC1C,0.2534
C#CC1(C#N)NC1C,0.2595
CC1NC1(C#N)C#N,0.2667
C#CC1(C#C)OC1C,0.2559
C#CC1(C#N)OC1C,0.2602
CC1OC1(C#N)C#N,0.2772
C#CC1(C#C)CN1C,0.2475
C#CC1(C#N)CN1C,0.2494
CN1CC1(C#N)C#N,0.2544
C#CC1(C#N)CC1N,0.2485
N#CC1(C#N)CC1N,0.2499
C#CC1(C#C)CC1O,0.2587
C#CC1(C#N)CC1O,0.2657
N#CC1(C#N)CC1O,0.2761
C#CC1(C=O)CC1C,0.2191
CC1CC1(C#N)C=O,0.2258
C#CC1(C=O)NC1C,0.2172
CC1NC1(C#N)C=O,0.223
C#CC1(C=O)OC1C,0.212
CC1OC1(C#N)C=O,0.2155
C#CC1(C=O)CN1C,0.1964
CN1CC1(C#N)C=O,0.1982
C#CC1(C=O)CC1O,0.1999
N#CC1(C=O)CC1O,0.2117
CC1CC1(C=O)C=O,0.2089
CC1NC1(C=O)C=O,0.2078
CC1OC1(C=O)C=O,0.1956
CN1CC1(C=O)C=O,0.1929
O=CC1(C=O)CC1O,0.2123
CC1CC1(CO)CO,0.3146
CC1NC1(CO)CO,0.3188
CC1OC1(CO)CO,0.3235
CCC1(CC)CC1C,0.3373
CCC1(CC)CC1O,0.3267
CCC1(CC)CN1C,0.3059
CCC1(CC)OC1C,0.3314
CCC1(OC)CC1C,0.3242
CCC1(OC)CC1O,0.3214
CCC1(CO)CC1C,0.33
CCC1(CO)CC1O,0.3192
CCC1(CO)CN1C,0.3116
CCC1(CO)NC1C,0.3031
CCC1(CO)OC1C,0.3351
CN1CC1(CO)CO,0.3018
COC1(CO)CC1C,0.3108
COC1(CO)CC1O,0.2963
OCC1(CO)CC1O,0.3019
C#CC1(CO)CC1C,0.2913
CC1CC1(C#N)CO,0.3056
CC1NC1(C#N)CN,0.2691
C#CC1(CO)NC1C,0.2726
CC1NC1(C#N)CO,0.2848
CC1OC1(C#N)CN,0.2644
C#CC1(CO)OC1C,0.2826
CC1OC1(C#N)CO,0.2896
C#CC1(CC)CC1C,0.2934
CCC1(C#N)CC1C,0.3159
C#CC1(CC)CC1O,0.2897
CCC1(C#N)CC1O,0.31
C#CC1(CC)CN1C,0.2734
CCC1(C#N)CN1C,0.2766
C#CC1(CC)NC1C,0.2751
CCC1(C#N)NC1C,0.2856
C#CC1(CC)OC1C,0.286
CCC1(C#N)OC1C,0.3008
CN1CC1(C#N)CN,0.2702
C#CC1(CO)CN1C,0.2704
CN1CC1(C#N)CO,0.2724
CNC1(C#N)CC1C,0.2658
CNC1(C#N)CC1N,0.2566
CNC1(C#N)CC1O,0.258
C#CC1(OC)CC1C,0.2781
COC1(C#N)CC1C,0.2911
COC1(C#N)CC1N,0.2567
C#CC1(OC)CC1O,0.2678
COC1(C#N)CC1O,0.2735
N#CC1(CO)CC1N,0.2632
C#CC1(CO)CC1O,0.2653
N#CC1(CO)CC1O,0.2735
CC1CC1(C=O)CO,0.2253
CC1NC1(C=O)CO,0.2217
CC1OC1(C=O)CO,0.2119
CCC1(C=O)CC1C,0.2321
CCC1(C=O)CC1O,0.2299
CCC1(C=O)CN1C,0.215
CCC1(C=O)NC1C,0.2226
CCC1(C=O)OC1C,0.2188
CN1CC1(C=O)CO,0.2091
COC1(C=O)CC1C,0.2205
COC1(C=O)CC1O,0.2181
O=CC1(CO)CC1O,0.225
C#CC1(C(C)=O)CC1,0.2285
CC(=O)C1(C#N)CC1,0.2339
C#CC1(C(C)=O)CN1,0.2225
CC(=O)C1(C#N)CN1,0.2327
C#CC1(C(C)=O)CO1,0.2224
CC(=O)C1(C#N)CO1,0.2244
N#CC1(C(=N)N)CO1,0.2342
C#CC1(C(N)=O)CC1,0.2714
N#CC1(C(N)=O)CC1,0.2752
C#CC1(C(N)=O)CN1,0.2598
N#CC1(C(N)=O)CN1,0.2672
C#CC1(C(N)=O)CO1,0.2521
N#CC1(C(N)=O)CO1,0.252
CC(=O)C1(C=O)CC1,0.2226
CC(=O)C1(C=O)CN1,0.2204
CC(=O)C1(C=O)CO1,0.204
NC(=O)C1(C=O)CC1,0.2176
NC(=O)C1(C=O)CN1,0.2203
NC(=O)C1(C=O)CO1,0.2006
C#CC1(C(C)C)CC1,0.2951
CC(C)C1(C#N)CC1,0.3196
C#CC1(C(C)C)CN1,0.2854
CC(C)C1(C#N)CN1,0.294
C#CC1(C(C)C)CO1,0.2873
CC(C)C1(C#N)CO1,0.3025
CC(N)C1(C#N)CN1,0.2902
CC(N)C1(C#N)CO1,0.2615
C#CC1(C(C)O)CC1,0.2921
CC(O)C1(C#N)CC1,0.3046
C#CC1(C(C)O)CN1,0.2796
CC(O)C1(C#N)CN1,0.2926
C#CC1(C(C)O)CO1,0.2791
CC(O)C1(C#N)CO1,0.2851
CN(C)C1(C#N)CC1,0.268
CC(C)C1(C=O)CC1,0.2249
CC(C)C1(C=O)CN1,0.2232
CC(C)C1(C=O)CO1,0.2202
CC(O)C1(C=O)CC1,0.227
CC(O)C1(C=O)CN1,0.2224
CC(O)C1(C=O)CO1,0.2176
CN(C)C1(C=O)CC1,0.1887
CC(=O)C1(CO)CC1,0.2312
CC(=O)C1(CO)CN1,0.2316
CC(=O)C1(CO)CO1,0.2233
CCC1(C(C)=O)CC1,0.2314
CCC1(C(N)=O)CC1,0.2748
CCC1(C(C)=O)CN1,0.2232
CCC1(C(N)=O)CN1,0.2646
CCC1(C(C)=O)CO1,0.2222
CCC1(C(N)=O)CO1,0.2627
C[NH2+]C1(C(=O)[O-])CC1,0.2642
COC1(C(C)=O)CC1,0.223
COC1(C(N)=O)CC1,0.2663
NC(=O)C1(CO)CC1,0.2661
NC(=O)C1(CO)CN1,0.263
NC(=O)C1(CO)CO1,0.2535
[NH3+]CC1(C(=O)[O-])CC1,0.2789
[NH3+]CC1(C(=O)[O-])CN1,0.2669
[NH3+]CC1(C(=O)[O-])CO1,0.257
CC(C)C1(CO)CC1,0.3355
CC(C)C1(CO)CN1,0.3037
CC(C)C1(CO)CO1,0.3401
CC(O)C1(CO)CC1,0.326
CC(O)C1(CO)CN1,0.3105
CC(O)C1(CO)CO1,0.3338
CCC1(C(C)C)CC1,0.3465
CCC1(C(C)O)CC1,0.3325
CCC1(C(C)O)CN1,0.3119
CCC1(C(C)C)CO1,0.3417
CCC1(C(C)O)CO1,0.3236
COC1(C(C)C)CC1,0.313
COC1(C(C)O)CC1,0.3125
C#CC(C)(C)C1CC1,0.317
C#CC(C)(C)C1CO1,0.3098
C#CC(C)(C)N1CC1,0.2817
CC(C)(C#N)C1CC1,0.3407
CC(C)(C#N)C1CN1,0.2826
CC(C)(C#N)C1CO1,0.3141
CC(C)(C#N)N1CC1,0.2835
CC(N)(C#N)C1CC1,0.2952
CC(N)(C#N)C1CN1,0.2781
CC(N)(C#N)C1CO1,0.3014
C#CC(C)(O)C1CC1,0.2989
C#CC(C)(O)C1CN1,0.2683
C#CC(C)(O)C1CO1,0.2892
CC(O)(C#N)C1CC1,0.315
CC(O)(C#N)C1CN1,0.265
CC(O)(C#N)C1CO1,0.2943
CC(C)(C=O)C1CC1,0.2252
CC(C)(C=O)C1CO1,0.2216
CC(C)(C=O)N1CC1,0.1916
CC(O)(C=O)C1CC1,0.2152
CC(O)(C=O)C1CN1,0.2063
CC(O)(C=O)C1CO1,0.2223
CC(C)(CO)C1CC1,0.337
CC(C)(CO)C1CO1,0.3337
CC(C)(CO)N1CC1,0.2953
CC(O)(CO)C1CC1,0.3214
CC(O)(CO)C1CN1,0.2921
CC(O)(CO)C1CO1,0.3302
CCC(C)(C)C1CC1,0.3497
CCC(C)(C)C1CO1,0.3388
CCC(C)(O)C1CC1,0.3293
CCC(C)(O)C1CN1,0.2935
CCC(C)(O)C1CO1,0.3424
COC(C)(C)C1CC1,0.3266
COC(C)(C)C1CN1,0.311
COC(C)(C)C1CO1,0.3305
CC1C(=O)C(C)C1C,0.2205
CC1C(=O)C(O)C1C,0.2232
CC1C(=O)N(C)C1C,0.277
CC1C(O)C(=O)C1O,0.2213
CC1C(O)C(=O)N1C,0.2694
CC1C(=O)C(C)C1O,0.2201
CC1C(=O)C(O)C1O,0.2208
CC1C(=O)C(C)N1C,0.1923
O=C1C(O)C(O)C1O,0.1836
CC1C(C)C(C)C1C,0.3394
CC1C(C)C(O)C1C,0.3062
CC1C(C)C(O)C1O,0.2951
CC1C(O)C(C)C1O,0.2951
CC1C(O)C(O)C1O,0.3155
OC1C(O)C(O)C1O,0.3092
[NH2+]=c1ccc(=O)[cH-]o1,0.1111
O=C1C=CC(=O)CC1,0.1622
N=C1CCC(=O)CO1,0.2186
N=C1CNC(=O)CO1,0.2625
N=C1COC(=N)CO1,0.2643
N=C1COC(=O)CN1,0.2428
N=C1COC(=O)CO1,0.261
N=C1OCC(=O)CO1,0.2085
O=C1CCC(=O)CC1,0.2159
O=C1CCC(=O)NC1,0.2173
O=C1CCC(=O)OC1,0.2227
O=C1CNC(=O)CN1,0.264
O=C1CNC(=O)NC1,0.2119
O=C1CNC(=O)OC1,0.2164
O=C1COC(=O)CN1,0.2574
O=C1COC(=O)CO1,0.269
O=C1COC(=O)OC1,0.217
CC1=CCC(=N)OC1,0.2589
CC1=CCC(=O)CC1,0.2231
CC1=CCC(=O)NC1,0.2543
CC1=CCC(=O)OC1,0.2638
CC1=CNC(=O)CC1,0.2098
CC1=CNC(=O)NC1,0.2218
CC1=CNC(=O)OC1,0.2236
CC1=NCC(=O)CO1,0.2033
N=C1CN=C(N)CO1,0.2533
NC1=NCC(=O)CO1,0.2039
NC1=NCC(=O)OC1,0.2469
CC1C=CC(=O)CC1,0.1878
CC1C=CC(=O)NC1,0.2069
CC1C=CC(=O)OC1,0.2161
CC1C=CC(=O)CN1,0.1777
CC1C=CC(=O)CO1,0.1777
CN1C=CC(=O)CC1,0.1834
O=C1C=CC(O)CC1,0.1873
O=C1C=CC(O)CN1,0.2045
N=C1C=CC(O)CO1,0.2166
O=C1C=CC(O)CO1,0.2155
CC1CCC(=N)OC1,0.2762
CC1CCC(=O)CC1,0.2232
CC1CCC(=O)CN1,0.1965
CC1CCC(=O)CO1,0.2104
CC1CCC(=O)NC1,0.2673
CC1CCC(=O)OC1,0.2707
CC1CNC(=O)CN1,0.247
CC1CNC(=O)CO1,0.264
CC1CNC(=O)NC1,0.2927
CC1CNC(=O)OC1,0.306
CC1COC(=N)CN1,0.2496
CC1COC(=N)CO1,0.2725
CC1COC(=N)OC1,0.2868
CC1COC(=O)CN1,0.2401
CC1COC(=O)CO1,0.2611
CC1COC(=O)OC1,0.3191
CC1OCC(=O)CO1,0.206
CN1CCC(=O)CC1,0.212
N=C1CCC(O)CO1,0.2754
O=C1CCC(O)CC1,0.223
O=C1CCC(O)CN1,0.2673
O=C1CCC(O)CO1,0.2707
O=C1NCC(O)CN1,0.2916
O=C1NCC(O)CO1,0.3011
N=C1OCC(O)CO1,0.2863
O=C1OCC(O)CO1,0.3172
CC1=CCC(O)CC1,0.2617
CC1=NCC(O)CO1,0.2716
CC1=CCC(C)OC1,0.2624
CC1=CCC(C)CC1,0.2615
CC1=NCC(C)CO1,0.2712
CC1C=CC(C)CC1,0.2649
CC1C=CC(O)CC1,0.2597
CC1C=CC(C)OC1,0.2639
CC1C=CC(O)CO1,0.2501
OC1C=CC(O)CC1,0.259
CC1CCC(C)CC1,0.3624
CC1CCC(C)OC1,0.3224
CC1CCC(O)CC1,0.3179
CC1CCC(O)CO1,0.3215
CC1COC(C)CO1,0.3208
CC1COC(C)OC1,0.338
CC1OCC(O)CO1,0.3303
OC1CCC(O)CC1,0.3213
CC12CC(C1=O)C2O,0.2405
CC12NC(C1=O)C2O,0.2325
CC12OC(C1=O)C2O,0.2265
CC1C2CC1(C)C2=O,0.2476
CC1C2CC1(O)C2=O,0.246
CC1C2NC1(C)C2=O,0.2473
CC1C2OC1(C)C2=O,0.2433
CN1C2CC1(C)C2=O,0.2486
O=C1C2CC1(O)C2O,0.2387
CC12CC(C1O)C2O,0.3262
CC12NC(C1O)C2O,0.3132
CC12OC(C1O)C2O,0.305
CC1C2CC1(C)C2C,0.3762
CC1C2CC1(C)C2O,0.3202
CC1C2CC1(O)C2C,0.3318
CC1C2CC1(O)C2O,0.3066
CC1C2OC1(C)C2C,0.3217
CC1C2OC1(C)C2O,0.3022
CC1N2CC1(O)C2C,0.3106
CN1C2CC1(C)C2O,0.2696
OC1C2CC1(O)C2O,0.3028
CC12CC1C(=O)C2O,0.2151
CC12CN1C(=N)C2O,0.2458
CC12CN1C(=O)C2O,0.2213
CC12NC1C(=O)C2O,0.201
CC12OC1C(=O)C2O,0.1963
CC1C(=O)C2CC12C,0.2268
CC1C(=O)C2CC12O,0.2246
CC1C(=O)C2NC12C,0.2157
CC1C(=O)C2OC12C,0.2119
CC1C(=O)N2CC12C,0.2333
CN1C(=O)C2CC21C,0.2477
O=C1C(O)C2(O)CC12,0.2148
CC12CC1C(O)C2=O,0.2136
CC12NC1C(O)C2=O,0.2016
CC12OC1C(O)C2=O,0.2035
CC1C(=O)C2(C)CC12,0.226
CC1C(=O)C2(O)CC12,0.2276
CC1C(=O)C2(C)NC12,0.2165
CC1C(=O)C2(C)OC12,0.2127
CC1C(=O)C2(C)CN12,0.2174
CN1C(=O)C2(C)CC12,0.2468
CN1C(=O)C2(O)CC12,0.2319
O=C1C(O)C2CC12O,0.219
CC12CC1C(O)C2O,0.3153
CC12NC1C(O)C2O,0.2948
CC12OC1C(O)C2O,0.3161
CC1C(O)C2(C)CN12,0.2898
CC1C(O)C2CC12C,0.3137
CC1C(O)C2CC12O,0.3102
CC1C(O)C2NC12C,0.3031
CC1C(O)C2OC12C,0.3234
CC1C(C)C2(C)CC12,0.3244
CC1C(O)C2(C)CC12,0.3145
CC1C(C)C2(O)CC12,0.3051
CC1C(O)C2(O)CC12,0.3018
CC1C(O)C2(C)NC12,0.305
CC1C(C)C2(C)OC12,0.3307
CC1C(O)C2(C)OC12,0.3276
CC1N(C)C2CC12O,0.2732
OC1C(O)C2(O)CC12,0.3015
C#CC1CC2(C)NC12,0.2935
C#CC1CC2(C)OC12,0.2916
CC12CC(C#N)C1N2,0.294
CC12CC(C#N)C1O2,0.2955
C#CC1CC2(C)CC12,0.2988
CC12CC(C#N)C1C2,0.3028
CC12CC1C(C#N)N2,0.2693
C#CC1OC2(C)CC12,0.2633
CC12CC1C(C#N)O2,0.2637
C#CC1CC2(C)CN12,0.2711
CC12CC(C#N)N1C2,0.2703
C#CC1CC2(O)CC12,0.3013
N#CC1CC2(O)CC12,0.2858
CC12CC(C=O)C1N2,0.2166
CC12CC(C=O)C1O2,0.2153
CC12CC(C=O)C1C2,0.2253
CC12CC1C(C=O)O2,0.2078
CC12CC1N(C=O)C2,0.2577
CC12CC(C=O)N1C2,0.216
O=CC1CC2(O)CC12,0.2238
O=CN1CC2(O)CC12,0.2559
CN=C1OC2(C)CC12,0.2722
CC12CC(CO)C1N2,0.3202
CC12CC(CO)C1O2,0.3237
CC12CC(CO)C1C2,0.3223
CC12CC1C(CO)O2,0.31
CC12CC(CO)N1C2,0.3115
CCC1CC2(C)CC12,0.3298
CCC1CC2(C)OC12,0.3339
CCC1CC2(O)CC12,0.3282
CCC1OC2(C)CC12,0.3162
CCN1CC2(O)CC12,0.2814
COC1CC2(C)CC12,0.3277
COC1CC2(C)NC12,0.2999
COC1CC2(C)OC12,0.3256
COC1CC2(O)CC12,0.322
OCC1CC2(O)CC12,0.3252
CC12C=CC(C1)C2=O,0.2463
CC12C=CC(N1)C2=O,0.246
CC12C=CC(O1)C2=O,0.2444
O=C1C2C=CC1(O)C2,0.2327
CC12CCC(C1)C2=O,0.2285
CC12CC(CO1)C2=O,0.2074
CC12COC(C1)C2=O,0.2071
CC12CCC(N1)C2=O,0.2289
CC12CCC(O1)C2=O,0.2333
O=C1C2CCC1(O)C2,0.2258
O=C1C2CC1(O)CO2,0.2036
CC12C=CC(C1)C2O,0.2379
CC12C=CC(N1)C2O,0.2286
CC12C=CC(O1)C2O,0.2383
CC1C2C=CC1(C)C2,0.2401
CC1C2C=CC1(O)C2,0.2405
CC1C2C=CC1(C)O2,0.2365
OC1C2C=CC1(O)C2,0.2399
CC12CCC(C1)C2O,0.3146
CC12CC(CO1)C2O,0.3011
CC12COC(C1)C2O,0.3247
CC12CCC(O1)C2O,0.3348
CC1C2CCC1(C)C2,0.3586
CC1C2CC1(C)CO2,0.3093
CC1C2COC1(C)C2,0.3189
CC1C2CCC1(O)C2,0.325
CC1C2CC1(O)CO2,0.2969
CC1C2CCC1(C)O2,0.3242
OC1C2CCC1(O)C2,0.3168
OC1C2CC1(O)CO2,0.2878
CC12C=CC(=O)C1C2,0.1867
CC12C=CC(=O)N1C2,0.1978
CC12C=CC(=O)C1N2,0.1758
CC12C=CC(=O)C1O2,0.1723
O=C1C=CC2(O)CC12,0.1849
CC12COC(=N)C1C2,0.2788
CC12CCC(=O)C1C2,0.2261
CC12CC1C(=O)CO2,0.2159
CC12CNC(=O)C1C2,0.2666
CC12COC(=O)C1C2,0.2717
CC12CCC(=O)C1N2,0.2194
CC12CCC(=O)C1O2,0.2121
CC12COC(=N)N1C2,0.285
CC12CCC(=O)N1C2,0.2418
CC12CNC(=O)N1C2,0.2882
CC12COC(=O)N1C2,0.2878
CC12CNC(=O)C1N2,0.2573
CC12CNC(=O)C1O2,0.2504
CC12COC(=N)C1N2,0.2693
CC12COC(=N)C1O2,0.2676
CC12COC(=O)C1N2,0.2609
CC12COC(=O)C1O2,0.2494
N=C1OCC2(O)CC12,0.2772
O=C1CCC2(O)CC12,0.2255
O=C1NCC2(O)CC12,0.2647
O=C1OCC2(O)CC12,0.2697
CC12CN=C(N)C1O2,0.2466
CC1=CCC2(C)CC12,0.2468
CC1=CCC2(C)NC12,0.2457
CC1=CCC2(C)OC12,0.2446
CC1=CCC2(O)CC12,0.2466
CC12C=CC(O)C1C2,0.2398
CC12C=CC(O)C1N2,0.2374
CC12C=CC(O)C1O2,0.2403
CC1C=CC2(C)CC12,0.2459
CC1C=CC2(C)NC12,0.2441
CC1C=CC2(C)OC12,0.2459
CC1C=CC2(O)CC12,0.2457
OC1C=CC2(O)CC12,0.239
CC12CCC(O)C1C2,0.3282
CC12CC1C(O)CO2,0.2956
CC12CCC(O)C1N2,0.3077
CC12CCC(O)C1O2,0.3275
CC1CCC2(C)CC12,0.3398
CC1CCC2(C)OC12,0.3405
CC1CCC2(O)CC12,0.3329
CC1COC2(C)CC12,0.3114
CC1OCC2(C)CC12,0.3396
CC1OCC2(C)NC12,0.3092
CC1OCC2(C)OC12,0.3424
CC1OCC2(O)CC12,0.3187
OC1CCC2(O)CC12,0.3263
CC12C=CC(C=C1)C2,0.2163
CC12C=CC(C=C1)O2,0.2002
OC12C=CC(C=C1)C2,0.2185
CC12C=CC(CO1)C2,0.247
CC12C=CC(CC1)C2,0.2564
CC12C=CC(CC1)O2,0.2571
CC12C=CC(C1)OC2,0.2466
CC12C=CC(OC1)O2,0.2457
CC12C=CC(CO1)O2,0.2454
OC12C=CC(CC1)C2,0.2578
OC12C=CC(C1)OC2,0.246
CC12CC(CO1)CO2,0.3304
CC12CCC(C1)OC2,0.3126
CC12CCC(CC1)C2,0.3561
CC12CCC(CC1)O2,0.3243
CC12CCC(CO1)C2,0.3141
CC12CCC(CO1)O2,0.3306
CC12CCC(OC1)O2,0.3271
CC12COC(C1)OC2,0.3223
CC12COC(CO1)C2,0.3246
OC12CCC(C1)OC2,0.3042
OC12CCC(CC1)C2,0.3251
OC12COC(C1)OC2,0.3022
CC12CCC1(C)C2O,0.3024
CC12CCC1(O)C2O,0.2901
CC12COC1(C)C2O,0.2828
CC12OCC1(O)C2O,0.2653
CC1C2(C)CCC12C,0.3192
CC1C2(C)CCC12O,0.3147
CC1C2(C)COC12C,0.309
CC1C2(O)COC12C,0.2975
CC1C2(O)CCC12O,0.291
OC1C2(O)CCC12O,0.2926
CC12CCC1(C)CC2,0.3308
CC12CCC1(C)OC2,0.3129
CC12CCC1(O)CC2,0.3218
CC12CCC1(O)CO2,0.3004
CC12COC1(C)CO2,0.3071
OC12CCC1(O)CC2,0.3109
C#CC1CC(C#C)C1,0.2884
C#CC1CC(C#N)C1,0.2891
C#CC1CC(C#N)N1,0.2571
C#CC1CC(C#C)O1,0.2584
C#CC1CC(C#N)O1,0.2605
N#CC1CC(C#N)C1,0.3194
N#CC1CC(C#N)N1,0.2621
N#CC1CC(C#N)O1,0.2716
C#CC1CC(C=O)C1,0.2256
N#CC1CC(C=O)C1,0.2252
N#CC1CC(C=O)N1,0.2125
C#CC1CC(C=O)O1,0.2146
N#CC1CC(C=O)O1,0.2196
C#CC1CN(C=O)C1,0.2665
N#CC1CN(C=O)C1,0.2667
O=CC1CC(C=O)C1,0.2081
O=CC1CC(C=O)N1,0.2029
O=CC1CC(C=O)O1,0.2056
O=CC1CN(C=O)C1,0.2082
C#CC1CC(=NC)O1,0.2631
CN=C1CC(C#N)O1,0.2591
CN=C1CC(C=O)O1,0.2154
CCC1CC(=NC)O1,0.2795
CN=C1CC(CO)O1,0.2784
C#CC1CC(CC)C1,0.3042
CCC1CC(C#N)C1,0.3326
CCC1CC(C#N)N1,0.2653
C#CC1CC(CC)O1,0.2767
CCC1CC(C#N)O1,0.2802
CCN1CC(C#N)C1,0.2583
C#CC1CC(OC)C1,0.2967
COC1CC(C#N)C1,0.2949
C#CC1CC(CO)C1,0.303
N#CC1CC(CO)C1,0.3088
N#CC1CC(CO)N1,0.2645
C#CC1CC(CO)O1,0.2698
N#CC1CC(CO)O1,0.2665
CCC1CC(C=O)C1,0.2264
CCC1CC(C=O)O1,0.2124
CCC1CN(C=O)C1,0.2664
COC1CC(C=O)C1,0.2276
COC1CN(C=O)C1,0.2659
O=CC1CC(CO)C1,0.2236
O=CC1CC(CO)O1,0.2132
O=CN1CC(CO)C1,0.2668
CCC1CC(OC)C1,0.3286
CCC1CC(CC)C1,0.3656
CCC1CC(CC)O1,0.3273
CCC1CC(CO)C1,0.338
CCC1CC(CO)O1,0.3177
COC1CC(OC)C1,0.3223
COC1CC(CO)C1,0.3204
OCC1CC(CO)C1,0.3335
OCC1CC(CO)O1,0.3085
C#CC1C=CC(=N)O1,0.2188
N#C[c-]1ccc(=[NH2+])o1,0.1844
C#CC1C=CC(=O)C1,0.1914
N#CC1C=CC(=O)C1,0.1918
C#CC1C=CC(=O)N1,0.2148
C#CC1C=CC(=O)O1,0.2227
C#CC1=NCC(=N)N1,0.191
N#CC1=NCC(=N)N1,0.1879
C#CC1=CNC(=O)C1,0.1819
N#CC1=CNC(=O)C1,0.1898
C#CC1=CCC(=O)C1,0.209
N#CC1=CCC(=O)C1,0.2083
C#CC1=CCC(=O)N1,0.1836
N#CC1=CCC(=O)N1,0.185
C#CC1=NCC(=O)N1,0.2016
C#CC1=NCC(=O)O1,0.2195
C#CC1=CC(=N)OC1,0.1833
N#CC1=CC(=N)OC1,0.1843
C#CC1=CC(=O)CC1,0.1711
N#CC1=CC(=O)CC1,0.1684
C#CC1=CC(=O)NC1,0.1909
C#CC1COC(=N)C1,0.2832
N#CC1COC(=N)C1,0.2767
C#CC1CCC(=N)O1,0.2837
N#CC1CCC(=N)O1,0.2841
C#CC1OCC(=N)O1,0.283
N#CC1OCC(=N)O1,0.2858
C#CC1COC(=N)N1,0.2587
N#CC1COC(=N)N1,0.2566
C#CC1COC(=N)O1,0.2673
N#CC1COC(=N)O1,0.2655
C#CC1CNC(=O)C1,0.271
N#CC1CNC(=O)C1,0.2717
C#CC1COC(=O)C1,0.2722
N#CC1COC(=O)C1,0.277
C#CC1CCC(=O)C1,0.2215
N#CC1CCC(=O)C1,0.2222
C#CC1CCC(=O)N1,0.2652
C#CC1CCC(=O)O1,0.2768
N#CC1CCC(=O)O1,0.2778
C#CC1CC(=O)CN1,0.2212
N#CC1CC(=O)CN1,0.2246
C#CC1CC(=O)CO1,0.2189
N#CC1CC(=O)CO1,0.2205
C#CC1OCC(=O)O1,0.276
N#CC1OCC(=O)O1,0.277
C#CC1COC(=O)N1,0.2869
C#CC1CNC(=O)N1,0.2788
N#CC1CNC(=O)N1,0.2747
